target_end_date,target,location,observation
2026-05-30,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,2
2026-05-30,insp_sitrep__cumulative_confirmed_deaths__daily,Beni,0
2026-05-30,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,8
2026-05-30,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,2
2026-05-30,insp_sitrep__cumulative_confirmed_deaths__daily,Damas,0
2026-05-30,insp_sitrep__cumulative_confirmed_deaths__daily,Gethy,0
2026-05-30,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,0
2026-05-30,insp_sitrep__cumulative_confirmed_deaths__daily,Jiba,0
2026-05-30,insp_sitrep__cumulative_confirmed_deaths__daily,Kalunguta,1
2026-05-30,insp_sitrep__cumulative_confirmed_deaths__daily,Karisimbi,0
2026-05-30,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,3
2026-05-30,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,0
2026-05-30,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,0
2026-05-30,insp_sitrep__cumulative_confirmed_deaths__daily,Kyondo,0
2026-05-30,insp_sitrep__cumulative_confirmed_deaths__daily,Lita,0
2026-05-30,insp_sitrep__cumulative_confirmed_deaths__daily,Mangala,0
2026-05-30,insp_sitrep__cumulative_confirmed_deaths__daily,Miti-Murhesa,1
2026-05-30,insp_sitrep__cumulative_confirmed_deaths__daily,Mongbwalu,10
2026-05-30,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,0
2026-05-30,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,1
2026-05-30,insp_sitrep__cumulative_confirmed_deaths__daily,Oicha,0
2026-05-30,insp_sitrep__cumulative_confirmed_deaths__daily,Rwampara,13
2026-05-30,insp_sitrep__cumulative_suspected_cases__daily,Aru,4
2026-05-30,insp_sitrep__cumulative_suspected_cases__daily,Bambu,14
2026-05-30,insp_sitrep__cumulative_suspected_cases__daily,Bunia,268
2026-05-30,insp_sitrep__cumulative_suspected_cases__daily,Butembo,7
2026-05-30,insp_sitrep__cumulative_suspected_cases__daily,Damas,1
2026-05-30,insp_sitrep__cumulative_suspected_cases__daily,Gethy,3
2026-05-30,insp_sitrep__cumulative_suspected_cases__daily,Goma,0
2026-05-30,insp_sitrep__cumulative_suspected_cases__daily,Jiba,2
2026-05-30,insp_sitrep__cumulative_suspected_cases__daily,Kalunguta,13
2026-05-30,insp_sitrep__cumulative_suspected_cases__daily,Kilo,8
2026-05-30,insp_sitrep__cumulative_suspected_cases__daily,Miti-Murhesa,1
2026-05-30,insp_sitrep__cumulative_suspected_cases__daily,Mongbalu,346
2026-05-30,insp_sitrep__cumulative_suspected_cases__daily,Nizi,6
2026-05-30,insp_sitrep__cumulative_suspected_cases__daily,Nyankunde,52
2026-05-30,insp_sitrep__cumulative_suspected_cases__daily,Oicha,0
2026-05-30,insp_sitrep__cumulative_suspected_cases__daily,Rwampara,241
2026-05-30,insp_sitrep__cumulative_suspected_deaths__daily,Aru,1
2026-05-30,insp_sitrep__cumulative_suspected_deaths__daily,Bambu,3
2026-05-30,insp_sitrep__cumulative_suspected_deaths__daily,Bunia,57
2026-05-30,insp_sitrep__cumulative_suspected_deaths__daily,Butembo,0
2026-05-30,insp_sitrep__cumulative_suspected_deaths__daily,Damas,0
2026-05-30,insp_sitrep__cumulative_suspected_deaths__daily,Goma,0
2026-05-30,insp_sitrep__cumulative_suspected_deaths__daily,Kalunguta,0
2026-05-30,insp_sitrep__cumulative_suspected_deaths__daily,Karisimbi,0
2026-05-30,insp_sitrep__cumulative_suspected_deaths__daily,Katwa,0
2026-05-30,insp_sitrep__cumulative_suspected_deaths__daily,Kilo,2
2026-05-30,insp_sitrep__cumulative_suspected_deaths__daily,Kyondo,0
2026-05-30,insp_sitrep__cumulative_suspected_deaths__daily,Miti-Murhesa,0
2026-05-30,insp_sitrep__cumulative_suspected_deaths__daily,Mongbalu,88
2026-05-30,insp_sitrep__cumulative_suspected_deaths__daily,Nizi,2
2026-05-30,insp_sitrep__cumulative_suspected_deaths__daily,Nyankunde,12
2026-05-30,insp_sitrep__cumulative_suspected_deaths__daily,Oicha,0
2026-05-30,insp_sitrep__cumulative_suspected_deaths__daily,Rwampara,71
2026-05-30,insp_sitrep__hospitalised__daily,Aru,5
2026-05-30,insp_sitrep__hospitalised__daily,Bambu,10
2026-05-30,insp_sitrep__hospitalised__daily,Bunia,23
2026-05-30,insp_sitrep__hospitalised__daily,Mongbalu,22
2026-05-30,insp_sitrep__hospitalised__daily,Nyakunde,44
2026-05-30,insp_sitrep__hospitalised__daily,Rwampara,19
2026-05-30,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,282
2026-05-30,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,42
2026-05-30,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,321
2026-05-31,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,321
2026-05-31,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,48
2026-05-31,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,220
2026-06-01,insp_sitrep__cumulative_confirmed_cases__daily,Aru,2
2026-06-01,insp_sitrep__cumulative_confirmed_cases__daily,Aungba,1
2026-06-01,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,2
2026-06-01,insp_sitrep__cumulative_confirmed_cases__daily,Beni,5
2026-06-01,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,80
2026-06-01,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,2
2026-06-01,insp_sitrep__cumulative_confirmed_cases__daily,Damas,1
2026-06-01,insp_sitrep__cumulative_confirmed_cases__daily,Gethy,1
2026-06-01,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-06-01,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,1
2026-06-01,insp_sitrep__cumulative_confirmed_cases__daily,Katwa,7
2026-06-01,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,2
2026-06-01,insp_sitrep__cumulative_confirmed_cases__daily,Komanda,1
2026-06-01,insp_sitrep__cumulative_confirmed_cases__daily,Kyondo,1
2026-06-01,insp_sitrep__cumulative_confirmed_cases__daily,Lita,1
2026-06-01,insp_sitrep__cumulative_confirmed_cases__daily,Logo,1
2026-06-01,insp_sitrep__cumulative_confirmed_cases__daily,Mambasa,2
2026-06-01,insp_sitrep__cumulative_confirmed_cases__daily,Mangala,1
2026-06-01,insp_sitrep__cumulative_confirmed_cases__daily,Miti-Murhesa,3
2026-06-01,insp_sitrep__cumulative_confirmed_cases__daily,Mongbwalu,47
2026-06-01,insp_sitrep__cumulative_confirmed_cases__daily,NA,94
2026-06-01,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,2
2026-06-01,insp_sitrep__cumulative_confirmed_cases__daily,Nyankunde,19
2026-06-01,insp_sitrep__cumulative_confirmed_cases__daily,Oicha,2
2026-06-01,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,65
2026-06-01,insp_sitrep__cumulative_confirmed_deaths__daily,Aru,1
2026-06-01,insp_sitrep__cumulative_confirmed_deaths__daily,Aungba,0
2026-06-01,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,2
2026-06-01,insp_sitrep__cumulative_confirmed_deaths__daily,Beni,3
2026-06-01,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,8
2026-06-01,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,2
2026-06-01,insp_sitrep__cumulative_confirmed_deaths__daily,Damas,0
2026-06-01,insp_sitrep__cumulative_confirmed_deaths__daily,Gethy,0
2026-06-01,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,0
2026-06-01,insp_sitrep__cumulative_confirmed_deaths__daily,Kalunguta,1
2026-06-01,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,5
2026-06-01,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,0
2026-06-01,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,0
2026-06-01,insp_sitrep__cumulative_confirmed_deaths__daily,Kyondo,0
2026-06-01,insp_sitrep__cumulative_confirmed_deaths__daily,Lita,0
2026-06-01,insp_sitrep__cumulative_confirmed_deaths__daily,Logo,0
2026-06-01,insp_sitrep__cumulative_confirmed_deaths__daily,Mambasa,1
2026-06-01,insp_sitrep__cumulative_confirmed_deaths__daily,Mangala,0
2026-06-01,insp_sitrep__cumulative_confirmed_deaths__daily,Miti-Murhesa,1
2026-06-01,insp_sitrep__cumulative_confirmed_deaths__daily,Mongbwalu,10
2026-06-01,insp_sitrep__cumulative_confirmed_deaths__daily,NA,10
2026-06-01,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,0
2026-06-01,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,1
2026-06-01,insp_sitrep__cumulative_confirmed_deaths__daily,Oicha,2
2026-06-01,insp_sitrep__cumulative_confirmed_deaths__daily,Rwampara,13
2026-06-01,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,344
2026-06-01,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,60
2026-06-01,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,289
2026-06-02,insp_sitrep__cumulative_confirmed_cases__daily,Aru,2
2026-06-02,insp_sitrep__cumulative_confirmed_cases__daily,Aungba,1
2026-06-02,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,2
2026-06-02,insp_sitrep__cumulative_confirmed_cases__daily,Beni,5
2026-06-02,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,85
2026-06-02,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,2
2026-06-02,insp_sitrep__cumulative_confirmed_cases__daily,Damas,2
2026-06-02,insp_sitrep__cumulative_confirmed_cases__daily,Gety,1
2026-06-02,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-06-02,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,1
2026-06-02,insp_sitrep__cumulative_confirmed_cases__daily,Katwa,7
2026-06-02,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,2
2026-06-02,insp_sitrep__cumulative_confirmed_cases__daily,Komanda,1
2026-06-02,insp_sitrep__cumulative_confirmed_cases__daily,Kyondo,1
2026-06-02,insp_sitrep__cumulative_confirmed_cases__daily,Lita,1
2026-06-02,insp_sitrep__cumulative_confirmed_cases__daily,Logo,1
2026-06-02,insp_sitrep__cumulative_confirmed_cases__daily,Mambasa,2
2026-06-02,insp_sitrep__cumulative_confirmed_cases__daily,Mangala,1
2026-06-02,insp_sitrep__cumulative_confirmed_cases__daily,Miti-Murhesa,3
2026-06-02,insp_sitrep__cumulative_confirmed_cases__daily,Mongbalu,47
2026-06-02,insp_sitrep__cumulative_confirmed_cases__daily,NA,94
2026-06-02,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,2
2026-06-02,insp_sitrep__cumulative_confirmed_cases__daily,Nyankunde,22
2026-06-02,insp_sitrep__cumulative_confirmed_cases__daily,Oicha,2
2026-06-02,insp_sitrep__cumulative_confirmed_cases__daily,Rimba,3
2026-06-02,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,72
2026-06-02,insp_sitrep__cumulative_confirmed_deaths__daily,Aru,1
2026-06-02,insp_sitrep__cumulative_confirmed_deaths__daily,Aungba,0
2026-06-02,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,2
2026-06-02,insp_sitrep__cumulative_confirmed_deaths__daily,Beni,3
2026-06-02,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,8
2026-06-02,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,2
2026-06-02,insp_sitrep__cumulative_confirmed_deaths__daily,Damas,0
2026-06-02,insp_sitrep__cumulative_confirmed_deaths__daily,Gety,0
2026-06-02,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,0
2026-06-02,insp_sitrep__cumulative_confirmed_deaths__daily,Kalunguta,1
2026-06-02,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,5
2026-06-02,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,0
2026-06-02,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,0
2026-06-02,insp_sitrep__cumulative_confirmed_deaths__daily,Kyondo,0
2026-06-02,insp_sitrep__cumulative_confirmed_deaths__daily,Lita,0
2026-06-02,insp_sitrep__cumulative_confirmed_deaths__daily,Logo,0
2026-06-02,insp_sitrep__cumulative_confirmed_deaths__daily,Mambasa,1
2026-06-02,insp_sitrep__cumulative_confirmed_deaths__daily,Mangala,0
2026-06-02,insp_sitrep__cumulative_confirmed_deaths__daily,Miti-Murhesa,1
2026-06-02,insp_sitrep__cumulative_confirmed_deaths__daily,Mongbalu,10
2026-06-02,insp_sitrep__cumulative_confirmed_deaths__daily,NA,10
2026-06-02,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,0
2026-06-02,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,1
2026-06-02,insp_sitrep__cumulative_confirmed_deaths__daily,Oicha,2
2026-06-02,insp_sitrep__cumulative_confirmed_deaths__daily,Rimba,0
2026-06-02,insp_sitrep__cumulative_confirmed_deaths__daily,Rwampara,15
2026-06-02,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,363
2026-06-02,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,62
2026-06-02,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,206
2026-06-03,insp_sitrep__cumulative_confirmed_cases__daily,Aru,2
2026-06-03,insp_sitrep__cumulative_confirmed_cases__daily,Aungba,1
2026-06-03,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,2
2026-06-03,insp_sitrep__cumulative_confirmed_cases__daily,Beni,5
2026-06-03,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,97
2026-06-03,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,2
2026-06-03,insp_sitrep__cumulative_confirmed_cases__daily,Damas,3
2026-06-03,insp_sitrep__cumulative_confirmed_cases__daily,Gethy,1
2026-06-03,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-06-03,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,1
2026-06-03,insp_sitrep__cumulative_confirmed_cases__daily,Katwa,7
2026-06-03,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,2
2026-06-03,insp_sitrep__cumulative_confirmed_cases__daily,Komanda,1
2026-06-03,insp_sitrep__cumulative_confirmed_cases__daily,Kyondo,1
2026-06-03,insp_sitrep__cumulative_confirmed_cases__daily,Lita,2
2026-06-03,insp_sitrep__cumulative_confirmed_cases__daily,Mangala,1
2026-06-03,insp_sitrep__cumulative_confirmed_cases__daily,Miti-Murhesa,3
2026-06-03,insp_sitrep__cumulative_confirmed_cases__daily,Mongbwalu,47
2026-06-03,insp_sitrep__cumulative_confirmed_cases__daily,NA,97
2026-06-03,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,2
2026-06-03,insp_sitrep__cumulative_confirmed_cases__daily,Nyankunde,22
2026-06-03,insp_sitrep__cumulative_confirmed_cases__daily,Oicha,2
2026-06-03,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,76
2026-06-03,insp_sitrep__cumulative_confirmed_deaths__daily,Aru,1
2026-06-03,insp_sitrep__cumulative_confirmed_deaths__daily,Aungba,0
2026-06-03,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,2
2026-06-03,insp_sitrep__cumulative_confirmed_deaths__daily,Beni,3
2026-06-03,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,9
2026-06-03,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,2
2026-06-03,insp_sitrep__cumulative_confirmed_deaths__daily,Damas,0
2026-06-03,insp_sitrep__cumulative_confirmed_deaths__daily,Gethy,0
2026-06-03,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,0
2026-06-03,insp_sitrep__cumulative_confirmed_deaths__daily,Kalunguta,1
2026-06-03,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,5
2026-06-03,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,0
2026-06-03,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,0
2026-06-03,insp_sitrep__cumulative_confirmed_deaths__daily,Kyondo,0
2026-06-03,insp_sitrep__cumulative_confirmed_deaths__daily,Lita,0
2026-06-03,insp_sitrep__cumulative_confirmed_deaths__daily,Mangala,0
2026-06-03,insp_sitrep__cumulative_confirmed_deaths__daily,Miti-Murhesa,1
2026-06-03,insp_sitrep__cumulative_confirmed_deaths__daily,Mongbwalu,10
2026-06-03,insp_sitrep__cumulative_confirmed_deaths__daily,NA,1
2026-06-03,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,0
2026-06-03,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,1
2026-06-03,insp_sitrep__cumulative_confirmed_deaths__daily,Oicha,2
2026-06-03,insp_sitrep__cumulative_confirmed_deaths__daily,Rwampara,16
2026-06-03,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,381
2026-06-03,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,64
2026-06-04,insp_sitrep__cumulative_confirmed_cases__daily,Aru,3
2026-06-04,insp_sitrep__cumulative_confirmed_cases__daily,Aungba,1
2026-06-04,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,5
2026-06-04,insp_sitrep__cumulative_confirmed_cases__daily,Beni,5
2026-06-04,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,123
2026-06-04,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,4
2026-06-04,insp_sitrep__cumulative_confirmed_cases__daily,Damas,3
2026-06-04,insp_sitrep__cumulative_confirmed_cases__daily,Gethy,1
2026-06-04,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-06-04,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,1
2026-06-04,insp_sitrep__cumulative_confirmed_cases__daily,Katwa,11
2026-06-04,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,3
2026-06-04,insp_sitrep__cumulative_confirmed_cases__daily,Komanda,3
2026-06-04,insp_sitrep__cumulative_confirmed_cases__daily,Kyondo,1
2026-06-04,insp_sitrep__cumulative_confirmed_cases__daily,Lita,3
2026-06-04,insp_sitrep__cumulative_confirmed_cases__daily,Logo,2
2026-06-04,insp_sitrep__cumulative_confirmed_cases__daily,Mambasa,2
2026-06-04,insp_sitrep__cumulative_confirmed_cases__daily,Mangala,1
2026-06-04,insp_sitrep__cumulative_confirmed_cases__daily,Miti-Murhesa,1
2026-06-04,insp_sitrep__cumulative_confirmed_cases__daily,Mongbwalu,64
2026-06-04,insp_sitrep__cumulative_confirmed_cases__daily,NA,94
2026-06-04,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,5
2026-06-04,insp_sitrep__cumulative_confirmed_cases__daily,Nyankunde,22
2026-06-04,insp_sitrep__cumulative_confirmed_cases__daily,Oicha,2
2026-06-04,insp_sitrep__cumulative_confirmed_cases__daily,Rimba,3
2026-06-04,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,86
2026-06-04,insp_sitrep__cumulative_confirmed_deaths__daily,Aru,1
2026-06-04,insp_sitrep__cumulative_confirmed_deaths__daily,Aungba,0
2026-06-04,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,2
2026-06-04,insp_sitrep__cumulative_confirmed_deaths__daily,Beni,3
2026-06-04,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,11
2026-06-04,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,2
2026-06-04,insp_sitrep__cumulative_confirmed_deaths__daily,Damas,0
2026-06-04,insp_sitrep__cumulative_confirmed_deaths__daily,Gethy,0
2026-06-04,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,0
2026-06-04,insp_sitrep__cumulative_confirmed_deaths__daily,Kalunguta,1
2026-06-04,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,7
2026-06-04,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,1
2026-06-04,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,0
2026-06-04,insp_sitrep__cumulative_confirmed_deaths__daily,Kyondo,0
2026-06-04,insp_sitrep__cumulative_confirmed_deaths__daily,Lita,0
2026-06-04,insp_sitrep__cumulative_confirmed_deaths__daily,Logo,0
2026-06-04,insp_sitrep__cumulative_confirmed_deaths__daily,Mambasa,1
2026-06-04,insp_sitrep__cumulative_confirmed_deaths__daily,Mangala,0
2026-06-04,insp_sitrep__cumulative_confirmed_deaths__daily,Miti-Murhesa,1
2026-06-04,insp_sitrep__cumulative_confirmed_deaths__daily,Mongbwalu,21
2026-06-04,insp_sitrep__cumulative_confirmed_deaths__daily,NA,10
2026-06-04,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,0
2026-06-04,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,1
2026-06-04,insp_sitrep__cumulative_confirmed_deaths__daily,Oicha,2
2026-06-04,insp_sitrep__cumulative_confirmed_deaths__daily,Rimba,0
2026-06-04,insp_sitrep__cumulative_confirmed_deaths__daily,Rwampara,18
2026-06-04,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,452
2026-06-04,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,82
2026-06-04,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,153
2026-06-05,insp_sitrep__cumulative_confirmed_cases__daily,Aru,3
2026-06-05,insp_sitrep__cumulative_confirmed_cases__daily,Aungba,1
2026-06-05,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,5
2026-06-05,insp_sitrep__cumulative_confirmed_cases__daily,Beni,5
2026-06-05,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,138
2026-06-05,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,4
2026-06-05,insp_sitrep__cumulative_confirmed_cases__daily,Damas,3
2026-06-05,insp_sitrep__cumulative_confirmed_cases__daily,Gethy,1
2026-06-05,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-06-05,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,1
2026-06-05,insp_sitrep__cumulative_confirmed_cases__daily,Katwa,11
2026-06-05,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,4
2026-06-05,insp_sitrep__cumulative_confirmed_cases__daily,Komanda,3
2026-06-05,insp_sitrep__cumulative_confirmed_cases__daily,Kyondo,1
2026-06-05,insp_sitrep__cumulative_confirmed_cases__daily,Lita,4
2026-06-05,insp_sitrep__cumulative_confirmed_cases__daily,Logo,2
2026-06-05,insp_sitrep__cumulative_confirmed_cases__daily,Mambasa,2
2026-06-05,insp_sitrep__cumulative_confirmed_cases__daily,Mangala,1
2026-06-05,insp_sitrep__cumulative_confirmed_cases__daily,Miti-Murhesa,3
2026-06-05,insp_sitrep__cumulative_confirmed_cases__daily,Mongbwalu,74
2026-06-05,insp_sitrep__cumulative_confirmed_cases__daily,NA,94
2026-06-05,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,5
2026-06-05,insp_sitrep__cumulative_confirmed_cases__daily,Nyankunde,24
2026-06-05,insp_sitrep__cumulative_confirmed_cases__daily,Oicha,2
2026-06-05,insp_sitrep__cumulative_confirmed_cases__daily,Rimba,3
2026-06-05,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,93
2026-06-05,insp_sitrep__cumulative_confirmed_deaths__daily,Aru,1
2026-06-05,insp_sitrep__cumulative_confirmed_deaths__daily,Aungba,0
2026-06-05,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,2
2026-06-05,insp_sitrep__cumulative_confirmed_deaths__daily,Beni,3
2026-06-05,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,14
2026-06-05,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,2
2026-06-05,insp_sitrep__cumulative_confirmed_deaths__daily,Damas,0
2026-06-05,insp_sitrep__cumulative_confirmed_deaths__daily,Gethy,0
2026-06-05,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,0
2026-06-05,insp_sitrep__cumulative_confirmed_deaths__daily,Kalunguta,1
2026-06-05,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,7
2026-06-05,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,1
2026-06-05,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,0
2026-06-05,insp_sitrep__cumulative_confirmed_deaths__daily,Kyondo,0
2026-06-05,insp_sitrep__cumulative_confirmed_deaths__daily,Lita,0
2026-06-05,insp_sitrep__cumulative_confirmed_deaths__daily,Logo,0
2026-06-05,insp_sitrep__cumulative_confirmed_deaths__daily,Mambasa,1
2026-06-05,insp_sitrep__cumulative_confirmed_deaths__daily,Mangala,0
2026-06-05,insp_sitrep__cumulative_confirmed_deaths__daily,Miti-Murhesa,1
2026-06-05,insp_sitrep__cumulative_confirmed_deaths__daily,Mongbwalu,21
2026-06-05,insp_sitrep__cumulative_confirmed_deaths__daily,NA,10
2026-06-05,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,0
2026-06-05,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,1
2026-06-05,insp_sitrep__cumulative_confirmed_deaths__daily,Oicha,2
2026-06-05,insp_sitrep__cumulative_confirmed_deaths__daily,Rimba,0
2026-06-05,insp_sitrep__cumulative_confirmed_deaths__daily,Rwampara,19
2026-06-05,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,488
2026-06-05,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,86
2026-06-05,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,119
2026-06-06,insp_sitrep__cumulative_confirmed_cases__daily,Aru,3
2026-06-06,insp_sitrep__cumulative_confirmed_cases__daily,Aungba,1
2026-06-06,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,5
2026-06-06,insp_sitrep__cumulative_confirmed_cases__daily,Beni,5
2026-06-06,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,142
2026-06-06,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,4
2026-06-06,insp_sitrep__cumulative_confirmed_cases__daily,Damas,3
2026-06-06,insp_sitrep__cumulative_confirmed_cases__daily,Gethy,1
2026-06-06,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-06-06,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,1
2026-06-06,insp_sitrep__cumulative_confirmed_cases__daily,Katwa,11
2026-06-06,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,4
2026-06-06,insp_sitrep__cumulative_confirmed_cases__daily,Komanda,3
2026-06-06,insp_sitrep__cumulative_confirmed_cases__daily,Kyondo,1
2026-06-06,insp_sitrep__cumulative_confirmed_cases__daily,Lita,4
2026-06-06,insp_sitrep__cumulative_confirmed_cases__daily,Logo,2
2026-06-06,insp_sitrep__cumulative_confirmed_cases__daily,Mambasa,2
2026-06-06,insp_sitrep__cumulative_confirmed_cases__daily,Mangala,1
2026-06-06,insp_sitrep__cumulative_confirmed_cases__daily,Miti-Murhesa,3
2026-06-06,insp_sitrep__cumulative_confirmed_cases__daily,Mongbwalu,92
2026-06-06,insp_sitrep__cumulative_confirmed_cases__daily,NA,94
2026-06-06,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,5
2026-06-06,insp_sitrep__cumulative_confirmed_cases__daily,Nyankunde,24
2026-06-06,insp_sitrep__cumulative_confirmed_cases__daily,Oicha,2
2026-06-06,insp_sitrep__cumulative_confirmed_cases__daily,Rimba,3
2026-06-06,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,98
2026-06-06,insp_sitrep__cumulative_confirmed_deaths__daily,Aru,1
2026-06-06,insp_sitrep__cumulative_confirmed_deaths__daily,Aungba,0
2026-06-06,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,2
